resource_id,fte_assigned,billable_hours,bench_time,overallocated
339,37.39,37,270.68,0
340,468.35,53,66.23,1
341,498.37,41,44.68,1
342,460.92,41,460.52,1
343,388.39,43,121.92,0
344,309.36,37,385.83,1
345,233.5,15,291.02,0
346,340.35,34,443.34,1
347,295.54,46,480.22,1
348,221.53,34,232.72,0
349,92.23,21,323.36,0
350,195.35,33,138.79,0
351,135.3,45,85.4,0
352,320.77,38,291.91,1
353,279.12,50,439.32,1
354,10.95,33,448.01,0
355,117.3,21,13.08,0
356,328.74,43,269.51,1
357,61.52,37,305.1,0
358,284.82,21,285.7,1
359,470.13,34,475.3,1
360,108.64,15,392.52,0
361,387.37,18,232.6,1
362,409.53,39,32.09,0
363,414.41,33,146.95,1
364,183.16,6,295.43,0
365,221.38,32,75.48,0
366,353.37,7,245.05,1
367,307.34,7,204.03,0
368,326.74,56,432.35,1
369,464.01,50,282.75,1
370,299.96,48,102.61,0
371,331.99,56,170.79,1
372,112.73,9,158.64,0
373,28.23,45,335.97,0
374,362.76,35,232.22,1
375,293.75,46,209.77,0
376,402.27,18,111.19,0
377,488.02,12,85.94,1
378,129.37,30,183.48,0
379,328.26,9,486.7,1
380,435.0,55,13.45,0
381,152.52,13,333.41,0
382,112.8,44,393.25,0
383,338.84,7,29.42,0
384,243.61,33,305.28,1
385,247.47,59,297.25,1
386,10.16,58,400.89,0
387,208.71,23,428.6,1
388,103.26,29,114.84,0
389,364.87,17,360.5,1
390,150.73,44,230.88,0
391,263.9,17,189.08,0
392,246.64,49,155.03,0
393,172.54,6,300.09,0
394,161.66,4,450.7,1
395,368.3,21,260.39,1
396,242.88,28,220.16,0
397,269.69,13,238.3,0
398,480.07,14,292.15,1
399,352.92,11,297.68,1
400,403.61,24,476.19,1
401,163.88,18,407.65,1
402,446.53,12,273.97,1
403,322.74,53,38.58,0
404,357.62,56,21.42,0
405,351.05,45,110.02,0
406,66.67,49,174.02,0
407,124.11,44,53.72,0
408,481.73,39,289.6,1
409,37.31,53,370.16,0
410,226.36,35,358.52,1
411,422.57,36,303.95,1
412,289.44,12,422.05,1
413,463.19,14,180.05,1
414,474.01,20,87.72,1
415,53.38,1,380.32,0
416,463.8,49,205.53,1
417,267.32,4,179.63,0
418,172.32,17,60.79,0
419,103.86,46,267.85,0
420,294.12,44,155.33,0
421,235.45,38,89.02,0
422,486.63,10,135.57,1
423,222.12,24,493.2,1
424,456.17,36,437.38,1
425,349.19,24,277.3,1
426,184.29,47,414.84,1
427,111.96,11,69.89,0
428,418.16,35,256.63,1
429,411.13,30,102.33,0
430,370.02,39,48.76,0
431,70.33,17,497.2,1
432,336.77,12,193.07,0
433,169.16,27,486.06,1
434,24.91,38,403.07,0
435,41.89,13,394.05,0
436,48.82,28,358.14,0
437,31.69,33,421.67,0
438,287.56,20,329.79,1
439,167.92,59,436.16,1
440,356.18,4,252.41,1
441,26.99,23,286.61,0
442,463.05,20,196.7,1
443,232.11,41,112.32,0
444,143.68,4,273.66,0
445,33.54,57,102.97,0
446,317.22,16,30.37,0
447,127.22,6,153.38,0
448,254.72,6,312.86,1
449,243.69,9,10.1,0
450,425.45,12,144.74,1
451,481.37,45,163.95,1
452,114.12,35,115.04,0
453,265.09,54,128.66,0
454,78.75,35,376.28,0
455,457.73,5,61.31,0
456,318.1,56,302.7,1
457,309.54,6,175.12,0
458,47.93,6,165.68,0
459,465.37,20,126.48,1
460,116.73,49,476.65,1
461,319.26,47,219.55,1
462,467.79,29,327.22,1
463,425.86,15,27.77,0
464,460.92,42,345.46,1
465,255.97,50,466.95,1
466,184.29,23,45.82,0
467,295.08,38,423.69,1
468,338.67,44,16.07,0
469,324.72,55,109.43,0
470,451.33,24,495.62,1
471,312.02,1,45.34,0
472,281.72,8,112.02,0
473,166.45,21,394.24,1
474,98.39,26,361.2,0
475,164.57,25,242.91,0
476,120.87,49,73.97,0
477,218.4,25,420.2,1
478,244.49,47,190.57,0
479,149.65,25,154.51,0
480,78.37,45,454.07,1
481,416.21,52,396.92,1
482,318.9,59,374.35,1
483,27.62,23,321.55,0
484,224.52,18,229.91,0
485,332.85,56,49.56,0
486,341.94,35,444.1,1
487,378.18,13,343.59,1
488,184.25,24,493.51,1
489,184.15,52,238.92,0
490,144.23,8,457.79,1
491,494.82,29,310.2,1
492,35.77,23,35.14,0
493,366.78,58,42.67,0
494,331.87,16,14.54,0
495,489.17,47,45.82,1
496,444.04,7,238.88,1
497,164.06,47,433.61,1
498,74.73,57,456.26,1
499,289.61,4,51.82,0
500,142.28,47,254.51,0
